id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,fecha_inicio_poliza,fecha_fin_poliza,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada,latitude,longitude
SIN-0089,POL-0089,ASE-64EA2C7F,Vida,Muerte Natural,2026-02-25,2026-03-07,30000.0,28500.0,27000.0,Pago Total,Cuenca,Fallecimiento por causas naturales de asegurado de 72 años. Certificado médico legal y partida de defunción en regla.,sí,,2025-08-29,2026-08-29,180,185,10,0,0,-2.8981440000000003,-78.991796
SIN-0090,POL-0090,ASE-ED4A1468,Vida,Muerte Accidental,2026-02-25,2026-03-12,50000.0,47500.0,0.0,Reserva,Quito Norte,Fallecimiento accidental dos días después del inicio de vigencia. Aviso al asegurador presentado dos semanas después del evento.,sí,,2026-02-24,2027-02-24,1,364,15,0,0,-0.21088,-78.52803999999999
SIN-0091,POL-0091,ASE-F2FE864C,Vida,Muerte Accidental,2026-02-25,2026-03-09,43650.0,41467.5,0.0,Reserva,Guayaquil Centro,Beneficiario con tres reclamaciones de vida previas; monto cercano a la suma asegurada en pólizas duplicadas.,sí,,2025-08-29,2026-08-29,180,185,12,0,0,-2.156204,-79.935332
SIN-0092,POL-0092,ASE-65CD93FC,Vida,Muerte Natural,2026-02-25,2026-03-01,57000.0,54150.0,0.0,Reserva,Manta,Beneficiario aparece en lista de monitoreo antilavado. Funeraria asociada también presenta reclamaciones observadas.,sí,,2025-08-29,2026-08-29,180,185,4,0,1,-0.94854,-80.697716
SIN-0093,POL-0093,ASE-33F76B1C,Vida,Muerte Accidental,2026-02-25,2026-03-08,55000.0,52250.0,0.0,Reserva,Riobamba,Certificado de defunción con firmas y sellos adulterados según validación notarial; reporte tardío al asegurador.,sí,,2025-08-29,2026-08-29,180,185,11,0,1,-1.6573680000000002,-78.641504
SIN-0094,POL-0094,ASE-C157C2BB,Equipo Electrónico,Daño Súbito,2026-02-25,2026-02-26,4500.0,4275.0,0.0,Pago Parcial,Quito Norte,Daño súbito en servidor de oficina por descarga eléctrica. Peritaje técnico completo; reparación parcial autorizada.,sí,,2025-08-29,2026-08-29,180,185,1,0,0,-0.226608,-78.508896
SIN-0095,POL-0095,ASE-0EEA0874,Transporte,Mercancías en Tránsito,2026-02-25,2026-02-28,14300.0,13585.0,0.0,Reserva,Babahoyo,Pérdida de mercancía en tránsito Babahoyo-Guayaquil con póliza recién emitida; guía de remisión y BL ausentes; ruta declarada inconsistente con GPS de la flota.,no,,2026-02-18,2027-02-18,7,358,3,0,0,-1.797776,-79.524628
SIN-0096,POL-0096,ASE-0E4D6C82,Equipo Electrónico,Robo,2026-02-25,2026-02-27,13200.0,12540.0,0.0,Reserva,Guayaquil Centro,Robo de equipo informático en oficina; narrativa idéntica a reclamo previo SIN-G021 reportado tres meses antes.,sí,,2025-08-29,2026-08-29,180,185,2,0,0,-2.1652,-79.936984
SIN-0097,POL-0097,ASE-0C04F245,Responsabilidad Civil Comercial,Daños a Terceros,2026-02-25,2026-03-05,9000.0,8550.0,0.0,Reserva,Loja,Tercera reclamación RC del comercio en 18 meses; aviso al asegurador con ocho días de demora.,sí,,2025-08-29,2026-08-29,180,185,8,0,0,-4.0098080000000005,-79.198896
SIN-0098,POL-0098,ASE-E0B564ED,Transporte,Mercancías en Tránsito,2026-02-25,2026-03-02,67900.0,64505.0,0.0,Reserva,Manta,Pérdida total de carga marítima con facturas comerciales alteradas. Conduce del camión ausente; monto cercano a la suma asegurada.,no,,2025-08-29,2026-08-29,180,185,5,0,1,-0.96432,-80.692356
SIN-0099,POL-0099,ASE-19FC61C6,Fianzas,Cumplimiento de Contrato,2026-02-25,2026-03-03,45000.0,42750.0,0.0,Reserva,Quito Norte,Ejecución de fianza de cumplimiento con perito en lista restrictiva. Acta de incumplimiento con fechas inconsistentes con cronograma.,sí,,2025-08-29,2026-08-29,180,185,6,0,1,-0.232888,-78.49676
